rid,country,location_name,latitude,longitude,timezone,last_updated,temperature_celsius,temperature_fahrenheit,condition_label,wind_kph,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,air_quality_Ozone,sunrise,sunset,moonrise,moonset
239.255.255.250-10.42.0.1-1900-40621-17,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji,02-09-23 11:30,28,82.4,0,22,70,75,32,89.6,60.1,6:14 AM,5:59 PM,7:11 PM,6:59 AM
172.217.3.110-10.42.0.42-443-58927-6,Finland,Helsinki,60.18,24.93,Europe/Helsinki,02-09-23 2:30,12,53.6,0,6.8,94,25,11,51.7,61.5,6:14 AM,8:25 PM,8:57 PM,7:51 AM
207.210.46.249-10.42.0.211-123-37661-17,France,Paris,48.87,2.33,Europe/Paris,02-09-23 1:30,18,64.4,0,6.1,88,75,18,64.4,0,7:07 AM,8:33 PM,9:27 PM,8:39 AM
10.42.0.211-64.71.142.124-33401-443-6,Gabon,Libreville,0.38,9.45,Africa/Libreville,02-09-23 0:30,26,78.8,1,13,84,75,28.6,83.4,37.6,6:19 AM,6:26 PM,7:56 PM,7:29 AM
222.73.28.96-10.42.0.211-80-40298-6,Gambia,Banjul,13.45,-16.58,Africa/Banjul,01-09-23 23:30,23,73.4,0,3.6,94,75,25.2,77.4,27.9,6:55 AM,7:18 PM,8:43 PM,8:13 AM
10.42.0.211-104.88.88.137-55072-80-6,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi,02-09-23 3:30,24,75.2,0,13,74,37,25.5,77.9,14.5,6:26 AM,7:35 PM,8:33 PM,7:44 AM
203.205.158.62-10.42.0.151-80-37734-6,Germany,Berlin,52.52,13.4,Europe/Berlin,02-09-23 1:30,12,53.6,0,4,94,0,12,53.6,20.7,6:16 AM,7:55 PM,8:42 PM,7:49 AM
10.42.0.211-64.71.142.124-55681-443-6,Ghana,Accra,5.55,-0.22,Africa/Accra,01-09-23 23:30,26,78.8,0,20.2,89,75,29.3,84.8,27.5,5:55 AM,6:07 PM,7:36 PM,7:07 AM
10.42.0.211-111.1.17.152-41736-80-6,Greece,Athens,37.98,23.72,Europe/Athens,02-09-23 2:30,25,77,1,9,41,25,25.7,78.2,34.7,6:55 AM,7:55 PM,8:59 PM,8:15 AM
10.42.0.211-104.192.110.245-33404-80-6,Grenada,Saint George's,12.05,-61.75,America/Grenada,01-09-23 19:30,29,84.2,0,19.1,84,25,34,93.2,20.6,5:57 AM,6:17 PM,7:49 PM,7:22 AM
10.42.0.211-95.213.11.133-40799-443-6,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala,01-09-23 17:30,26,78.8,0,11.2,58,100,29.2,84.5,39,5:50 AM,6:14 PM,7:48 PM,7:21 AM
172.217.10.74-10.42.0.151-443-43094-6,Guinea,Conakry,9.51,-13.71,Africa/Conakry,01-09-23 23:30,27,80.6,0,3.6,89,75,30.5,87,20,6:46 AM,7:04 PM,8:31 PM,8:02 AM
169.47.5.250-10.42.0.211-443-50765-6,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau,01-09-23 23:30,25,77,1,3.6,94,25,27.7,81.8,7.1,6:52 AM,7:13 PM,8:39 PM,8:09 AM
10.42.0.1-10.42.0.42-53-33550-17,Guyana,Georgetown,6.8,-58.17,America/Guyana,01-09-23 19:30,28,82.4,0,11.2,84,50,33.5,92.3,16.3,5:46 AM,6:00 PM,7:35 PM,7:08 AM
198.35.26.96-10.42.0.211-80-35383-6,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince,01-09-23 19:30,31,87.8,1,9,79,50,44.1,111.4,68.7,6:34 AM,7:04 PM,8:32 PM,8:04 AM
10.42.0.211-121.12.98.85-55341-80-6,Vatican City,Vatican City,41.9,12.45,Europe/Rome,02-09-23 1:30,20,68,0,3.6,83,0,20,68,0,6:35 AM,7:45 PM,8:45 PM,8:00 AM
172.217.12.138-10.42.0.151-443-53469-6,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa,01-09-23 17:30,22,71.6,0,25.9,88,75,24.6,76.2,24.7,5:37 AM,6:00 PM,7:34 PM,7:07 AM
172.217.12.206-10.42.0.211-443-42541-6,Hungary,Budapest,47.5,19.08,Europe/Budapest,02-09-23 1:30,15,59,1,3.6,88,0,15.6,60.1,0.1,6:02 AM,7:25 PM,8:19 PM,7:29 AM
180.149.138.197-10.42.0.211-80-33957-6,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik,01-09-23 23:30,11.8,53.2,0,70.6,96,100,7.2,45,65.8,6:04 AM,8:37 PM,8:59 PM,8:01 AM
216.58.219.202-10.42.0.151-443-39807-6,India,New Delhi,28.6,77.2,Asia/Kolkata,02-09-23 5:00,31.3,88.3,0,12.6,38,6,31.5,88.7,44,5:59 AM,6:43 PM,7:49 PM,7:06 AM
10.42.0.1-10.42.0.42-53-62949-17,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta,02-09-23 6:30,24,75.2,0,6.8,94,25,25.7,78.2,0,5:53 AM,5:53 PM,7:11 PM,6:48 AM
174.129.31.175-10.42.0.211-443-56980-6,Iran,Tehran,35.73,51.33,Asia/Tehran,02-09-23 3:00,26,78.8,0,6.8,32,0,25.1,77.2,0,5:37 AM,6:33 PM,7:36 PM,6:50 AM
10.42.0.42-121.12.98.62-36324-80-6,Iraq,Baghdad,33.34,44.39,Asia/Baghdad,02-09-23 2:30,34,93.2,1,3.6,22,0,32.6,90.7,97.3,5:37 AM,6:28 PM,7:34 PM,6:51 AM
10.42.0.211-64.71.142.96-47251-443-6,Ireland,Dublin,53.33,-6.25,Europe/Dublin,02-09-23 0:30,13,55.4,1,11.2,100,75,12.7,54.8,50.8,6:34 AM,8:15 PM,9:02 PM,8:12 AM
180.163.255.159-10.42.0.151-80-33492-6,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem,02-09-23 2:30,26,78.8,0,3.6,74,50,28.1,82.7,25.4,6:14 AM,7:04 PM,8:11 PM,7:30 AM
10.42.0.211-64.71.142.96-41271-80-6,Italy,Rome,41.9,12.48,Europe/Rome,02-09-23 1:30,20,68,0,3.6,83,0,20,68,0,6:35 AM,7:45 PM,8:45 PM,8:00 AM
10.42.0.211-95.213.11.181-53355-80-6,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica,01-09-23 18:30,33,91.4,1,37.1,71,50,50.4,122.6,5.8,5:53 AM,6:21 PM,7:51 PM,7:23 AM
